chapter_name,source,text
Which should be preferred among Gini impurity and Entropy?,ML_notes_csv,"Once our model is completed, it is necessary to evaluate its performance; either it is a Classification or Regression model. So for evaluating a Classification model, we have the following ways: 1. Log Loss or Cross-Entropy Loss: It is used for evaluating the performance of a classifier, whose output is a probability value between the 0 and 1.For a good binary Classification model, the value of log loss should be near to 0.The value of log loss increases if the predicted value deviates from the actual value.The lower log loss represents the higher accuracy of the model.For Binary classification, cross-entropy can be calculated as: Where y= Actual output, p= predicted output. 2. Confusion Matrix: The confusion matrix provides us a matrix/table as output and describes the performance of the model.It is also known as the error matrix.The matrix consists of predictions result in a summarized form, which has a total number of correct predictions and incorrect predictions. The matrix looks like as below table: 3. AUC-ROC curve: ROC curve stands forReceiver Operating Characteristics Curveand AUC stands forArea Under the Curve.It is a graph that shows the performance of the classification model at different thresholds.To visualize the performance of the multi-class classification model, we use the AUC-ROC Curve.The ROC curve is plotted with TPR and FPR, where TPR (True Positive Rate) on Y-axis and FPR(False Positive Rate) on X-axis."
List down the different types of nodes in Decision Trees.,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
"What do you understand about Information Gain? Also, explain the mathematical formulation associated with it.",ML_notes_csv,"In the real world, we are surrounded by humans who can learn everything from their experiences with their learning capability, and we have computers or machines which work on our instructions. But can a machine also learn from experiences or past data like a human does? So here comes the role ofMachine Learning. Introduction to Machine Learning A subset of artificial intelligence known as machine learning focuses primarily on the creation of algorithms that enable a computer to independently learn from data and previous experiences. Arthur Samuel first used the term ""machine learning"" in 1959. It could be summarized as follows: Without being explicitly programmed, machine learning enables a machine to automatically learn from data, improve performance from experiences, and predict things. Machine learning algorithms create a mathematical model that, without being explicitly programmed, aids in making predictions or decisions with the assistance of sample historical data, or training data. For the purpose of developing predictive models, machine learning brings together statistics and computer science. Algorithms that learn from historical data are either constructed or utilized in machine learning. The performance will rise in proportion to the quantity of information we provide. A machine can learn if it can gain more data to improve its performance."
Do we require Feature Scaling for Decision Trees? Explain,ML_notes_csv,"Feature scaling is the final step of data preprocessing in machine learning. It is a technique to standardize the independent variables of the dataset in a specific range. In feature scaling, we put our variables in the same range and in the same scale so that no any variable dominate the other variable. Consider the below dataset:"
What are the disadvantages of Information Gain?,ML_notes_csv,"ML applications can raise ethical issues, particularly concerning privacy and bias. Data privacy is a significant concern, as ML models often require access to sensitive and personal information. Bias in training data can lead to biased models, perpetuating existing inequalities and unfair treatment of certain groups."
List down the problem domains in which Decision Trees are most suitable.,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
Explain the time and space complexity of training and testing in the case of a Decision Tree.,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
"If it takes one hour to train a Decision Tree on a training set containing 1 million instances, roughly how much time will it take to train another Decision Tree on a training set containing 10 million instances?",ML_notes_csv,Always needs to determine the value of K which may be complex some time.The computation cost is high because of calculating the distance between the data points for all the training samples.
How does a Decision Tree handle missing attribute values?,ML_notes_csv,"Missing data is one of the standard factors while working with data and handling. It is considered as one of the greatest challenges faced by the data analysts. There are many ways one can impute the missing values. Some of the common methods to handle missing data in datasets can be defined asdeleting the rows, replacing with mean/median/mode, predicting the missing values, assigning a unique category, using algorithms that support missing values, etc."
How does a Decision Tree handle continuous(numerical) features?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
What is the Inductive Bias of Decision Trees?,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
Explain Feature Selection using the Information Gain/Entropy Technique.,ML_notes_csv,"As we have trained our model, our next step is to optimize our model more. Tuning and optimizing helps our model to maximize its performance and generalization ability. This process involves fine-tuning hyperparameters, selecting the best algorithm, and improving features through feature engineering techniques. Hyperparameters are parameters that are set before the training process begins and control the behavior of the machine learning model. These are like learning rate, regularization and parameters of the model should be carefully adjusted. Techniques like grid search cv randomized search and cross-validation are some optimization techniques that are used to systematically explore the hyperparameter space and identify the best combination of hyperparameters for the model. Overall, tuning and optimizing the model involves a combination of careful speculation of parameters, feature engineering, and other techniques to create a highly generalized model."
Compare the different attribute selection measures.,ML_notes_csv,"Accuracy: Proportion of correctly classified instances out of the total instances. Precision: Proportion of true positive predictions among all positive predictions. Recall: Proportion of true positive predictions among all actual positive instances. F1-score: Harmonic mean of precision and recall, providing a balanced measure of model performance. Area Under the Receiver Operating Characteristic curve (AUC-ROC): Measure of the model's ability to distinguish between classes. Confusion Metrics: It is a matrix that summarizes the performance of a classification model, showing counts of true positives, true negatives, false positives, and false negatives instances."
Is the Gini Impurity of a node lower or greater than that of its parent? Comment whether it is generally lower/greater or always lower/greater.,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
Why do we require Pruning in Decision Trees? Explain.,ML_notes_csv,"Pruning is said to occur in decision trees when the branches which may consist of weak predictive power are removed to reduce the complexity of the model and increase the predictive accuracy of a decision tree model. Pruning can occur bottom-up and top-down, with approaches such asreduced error pruningandcost complexity pruning. Reduced error pruning is the simplest version, and it replaces each node. If it is unable to decrease predictive accuracy, one should keep it pruned. But, it usually comes pretty close to an approach that would optimize for maximum accuracy."
Are Decision Trees affected by the outliers? Explain.,ML_notes_csv,"Unsupervised learning can also be applied to find those data points which greatly differ than the majorities. The statistics model may identify these outliers, or anomalies as signaling of errors, fraud or even something unusual. Local Outlier Factor (LOF) makes a comparison of a given data point's local density with those surrounding it. It then flags out the data points with significantly lower densities as outliers or potential anomalies. Isolation Forest is the one which uses different approach, which is to recursively isolate data points according to their features. Anomalies usually are simple to contemplate as they often necessitate fewer steps than an average normal point."
What do you understand by Pruning in a Decision Tree?,ML_notes_csv,"Pruning is said to occur in decision trees when the branches which may consist of weak predictive power are removed to reduce the complexity of the model and increase the predictive accuracy of a decision tree model. Pruning can occur bottom-up and top-down, with approaches such asreduced error pruningandcost complexity pruning. Reduced error pruning is the simplest version, and it replaces each node. If it is unable to decrease predictive accuracy, one should keep it pruned. But, it usually comes pretty close to an approach that would optimize for maximum accuracy."
List down the advantages of the Decision Trees.,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
List out the disadvantages of the Decision Trees.,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
What is the role of decision trees in artificial intelligence and machine learning?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
How does the decision tree compare with linear regression and logistic regression?,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
What are the trade-offs of using decision trees vs. neural networks for certain machine learning applications?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
What are some of the alternative algorithms to decision trees?,ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
"What common mistakes do beginners make when working with decision trees, and how can you avoid them?",ML_notes_csv,"Decision Trees can be defined as the Supervised Machine Learning, where the data is continuously split according to a certain parameter. It builds classification or regression models as similar as a tree structure, with datasets broken up into ever smaller subsets while developing the decision tree. The tree can be defined by two entities, namelydecision nodes, andleaves. The leaves are the decisions or the outcomes, and the decision nodes are where the data is split. Decision trees can manage both categorical and numerical data."
What is Bagging and How Does it Work? Explain it with Examples.,ML_notes_csv,Bagging is a process in ensemble learning which is used for improving unstable estimation or classification schemes.Boosting methods are used sequentially to reduce the bias of the combined model.
How is Bagging Different from the Random Forest Algorithm?,ML_notes_csv,"Similarities of Bagging and Boosting Both are the ensemble methods to get N learns from 1 learner.Both generate several training data sets with random sampling.Both generate the final result by taking the average of N learners.Both reduce variance and provide higher scalability. Differences between Bagging and Boosting Although they are built independently, but for Bagging, Boosting tries to add new models which perform well where previous models fail.Only Boosting determines the weight for the data to tip the scales in favor of the most challenging cases.Only Boosting tries to reduce bias. Instead, Bagging may solve the problem of over-fitting while boosting can increase it."
What is the Difference Between Bootstrapping and Pasting in Bagging?,ML_notes_csv,"Similarities of Bagging and Boosting Both are the ensemble methods to get N learns from 1 learner.Both generate several training data sets with random sampling.Both generate the final result by taking the average of N learners.Both reduce variance and provide higher scalability. Differences between Bagging and Boosting Although they are built independently, but for Bagging, Boosting tries to add new models which perform well where previous models fail.Only Boosting determines the weight for the data to tip the scales in favor of the most challenging cases.Only Boosting tries to reduce bias. Instead, Bagging may solve the problem of over-fitting while boosting can increase it."
Why does Bagging Performs Well on the Low Bias High Variance Datasets?,ML_notes_csv,Bagging is a process in ensemble learning which is used for improving unstable estimation or classification schemes.Boosting methods are used sequentially to reduce the bias of the combined model.
What is the Difference between Bagging and Boosting? Which is Better?,ML_notes_csv,"Similarities of Bagging and Boosting Both are the ensemble methods to get N learns from 1 learner.Both generate several training data sets with random sampling.Both generate the final result by taking the average of N learners.Both reduce variance and provide higher scalability. Differences between Bagging and Boosting Although they are built independently, but for Bagging, Boosting tries to add new models which perform well where previous models fail.Only Boosting determines the weight for the data to tip the scales in favor of the most challenging cases.Only Boosting tries to reduce bias. Instead, Bagging may solve the problem of over-fitting while boosting can increase it."
What do you mean by Random Forest Algorithm?,ML_notes_csv,"Numerous models, such as classifiers are strategically made and combined to solve a specific computational program which is known as ensemble learning. The ensemble methods are also known as committee-based learning or learning multiple classifier systems. It trains various hypotheses to fix the same issue. One of the most suitable examples of ensemble modeling is the random forest trees where several decision trees are used to predict outcomes. It is used to improve the classification, function approximation, prediction, etc. of a model."
Why is Random Forest Algorithm popular?,ML_notes_csv,"Numerous models, such as classifiers are strategically made and combined to solve a specific computational program which is known as ensemble learning. The ensemble methods are also known as committee-based learning or learning multiple classifier systems. It trains various hypotheses to fix the same issue. One of the most suitable examples of ensemble modeling is the random forest trees where several decision trees are used to predict outcomes. It is used to improve the classification, function approximation, prediction, etc. of a model."
Can Random Forest Algorithm be used both for Continuous and Categorical Target Variables?,ML_notes_csv,"For a better predictive model, the categorical variable can be considered as a continuous variable only when the variable is ordinal in nature."
What do you mean by Bagging?,ML_notes_csv,Bagging is a process in ensemble learning which is used for improving unstable estimation or classification schemes.Boosting methods are used sequentially to reduce the bias of the combined model.
Explain the working of the Random Forest Algorithm.,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
Why do we prefer a Forest (collection of Trees) rather than a single Tree?,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
What do you mean by Bootstrap Sample?,ML_notes_csv,"Cluster Sampling is a process of randomly selecting intact groups within a defined population, sharing similar characteristics. Cluster sample is a probability where each sampling unit is a collection or cluster of elements. For example, if we are clustering the total number of managers in a set of companies, in that case, managers (sample) will represent elements and companies will represent clusters."
What is Out-of-Bag Error?,ML_notes_csv,This process occurs when data is unable to establish an accurate relationship between input and output variables. It simply means trying to fit in undersized jeans. It signifies the data is too simple to establish a precise relationship. To overcome this issue: Maximize the training time Enhance the complexity of the model Add more features to the data Reduce regular parameters Increasing the training time of model
What does random refer to in ‘Random Forest’?,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
Why does the Random Forest algorithm not require split sampling methods?,ML_notes_csv,"Numerous models, such as classifiers are strategically made and combined to solve a specific computational program which is known as ensemble learning. The ensemble methods are also known as committee-based learning or learning multiple classifier systems. It trains various hypotheses to fix the same issue. One of the most suitable examples of ensemble modeling is the random forest trees where several decision trees are used to predict outcomes. It is used to improve the classification, function approximation, prediction, etc. of a model."
List down the features of Bagged Trees,ML_notes_csv,Classification Algorithms can be further divided into the Mainly two category: Linear ModelsLogistic RegressionSupport Vector MachinesNon-linear ModelsK-Nearest NeighboursKernel SVMNave BayesDecision Tree ClassificationRandom Forest Classification
What are the Limitations of Bagging Trees?,ML_notes_csv,"Similarities of Bagging and Boosting Both are the ensemble methods to get N learns from 1 learner.Both generate several training data sets with random sampling.Both generate the final result by taking the average of N learners.Both reduce variance and provide higher scalability. Differences between Bagging and Boosting Although they are built independently, but for Bagging, Boosting tries to add new models which perform well where previous models fail.Only Boosting determines the weight for the data to tip the scales in favor of the most challenging cases.Only Boosting tries to reduce bias. Instead, Bagging may solve the problem of over-fitting while boosting can increase it."
List down the factors on which the forest error rate depends upon.,ML_notes_csv,"Unsupervised learning can also be applied to find those data points which greatly differ than the majorities. The statistics model may identify these outliers, or anomalies as signaling of errors, fraud or even something unusual. Local Outlier Factor (LOF) makes a comparison of a given data point's local density with those surrounding it. It then flags out the data points with significantly lower densities as outliers or potential anomalies. Isolation Forest is the one which uses different approach, which is to recursively isolate data points according to their features. Anomalies usually are simple to contemplate as they often necessitate fewer steps than an average normal point."
How does a Random Forest Algorithm give predictions on an unseen dataset?,ML_notes_csv,"The classifier algorithms are designed to indicate whether a new data point belongs to one or another among several predefined classes. Imagine when you are organising emails into spam or inbox, categorising images as cat or dog, or predicting whether a loan applicant is a credible borrower. In the classification models, there is a learning process by the use of labeled examples from each category. In this process, they discover the correlations and relations within the data that help to distinguish class one from the other classes. After learning these patterns, the model is then capable of assigning these class labels to unseen data points. Common Classification Algorithms: Logistic Regression: A very efficient technique for the classification problems of binary nature (two types, for example, spam/not spam). Support Vector Machine (SVM): Good for tasks like classification, especially when the data has a large number of features. Decision Tree: Constructs a decision tree having branches and proceeds to the class predictions through features. Random Forest: The model generates an ""ensemble"" of decision trees that ultimately raise the accuracy and avoid overfitting (meaning that the model performs great on the training data but lousily on unseen data). K-Nearest Neighbors (KNN): Assigns a label of the nearest neighbors for a given data point."
Prove that in the Bagging method only about 63% of the total original examples (total training set) appear in any of sampled bootstrap datasets. Provide proper justification.,ML_notes_csv,"Similarities of Bagging and Boosting Both are the ensemble methods to get N learns from 1 learner.Both generate several training data sets with random sampling.Both generate the final result by taking the average of N learners.Both reduce variance and provide higher scalability. Differences between Bagging and Boosting Although they are built independently, but for Bagging, Boosting tries to add new models which perform well where previous models fail.Only Boosting determines the weight for the data to tip the scales in favor of the most challenging cases.Only Boosting tries to reduce bias. Instead, Bagging may solve the problem of over-fitting while boosting can increase it."
How to determine the overall OOB score for the classification problem statements in a Random Forest Algorithm?,ML_notes_csv,"Numerous models, such as classifiers are strategically made and combined to solve a specific computational program which is known as ensemble learning. The ensemble methods are also known as committee-based learning or learning multiple classifier systems. It trains various hypotheses to fix the same issue. One of the most suitable examples of ensemble modeling is the random forest trees where several decision trees are used to predict outcomes. It is used to improve the classification, function approximation, prediction, etc. of a model."
How does random forest define the Proximity (Similarity) between observations?,ML_notes_csv,"Unsupervised learning can also be applied to find those data points which greatly differ than the majorities. The statistics model may identify these outliers, or anomalies as signaling of errors, fraud or even something unusual. Local Outlier Factor (LOF) makes a comparison of a given data point's local density with those surrounding it. It then flags out the data points with significantly lower densities as outliers or potential anomalies. Isolation Forest is the one which uses different approach, which is to recursively isolate data points according to their features. Anomalies usually are simple to contemplate as they often necessitate fewer steps than an average normal point."
What is the use of proximity matrix in the random forest algorithm?,ML_notes_csv,"Unsupervised learning can also be applied to find those data points which greatly differ than the majorities. The statistics model may identify these outliers, or anomalies as signaling of errors, fraud or even something unusual. Local Outlier Factor (LOF) makes a comparison of a given data point's local density with those surrounding it. It then flags out the data points with significantly lower densities as outliers or potential anomalies. Isolation Forest is the one which uses different approach, which is to recursively isolate data points according to their features. Anomalies usually are simple to contemplate as they often necessitate fewer steps than an average normal point."
List down the parameters used to fine-tune the Random Forest.,ML_notes_csv,"As we have trained our model, our next step is to optimize our model more. Tuning and optimizing helps our model to maximize its performance and generalization ability. This process involves fine-tuning hyperparameters, selecting the best algorithm, and improving features through feature engineering techniques. Hyperparameters are parameters that are set before the training process begins and control the behavior of the machine learning model. These are like learning rate, regularization and parameters of the model should be carefully adjusted. Techniques like grid search cv randomized search and cross-validation are some optimization techniques that are used to systematically explore the hyperparameter space and identify the best combination of hyperparameters for the model. Overall, tuning and optimizing the model involves a combination of careful speculation of parameters, feature engineering, and other techniques to create a highly generalized model."
How to find an optimal value of the hyperparameter “ n_tree”?,ML_notes_csv,"Below are some points to remember while selecting the value of K in the K-NN algorithm: There is no particular way to determine the best value for ""K"", so we need to try some values to find the best out of them. The most preferred value for K is 5.A very low value for K such as K=1 or K=2, can be noisy and lead to the effects of outliers in the model.Large values for K are good, but it may find some difficulties."
How to find an optimal value of the hyperparameter “mtry”?,ML_notes_csv,"As we have trained our model, our next step is to optimize our model more. Tuning and optimizing helps our model to maximize its performance and generalization ability. This process involves fine-tuning hyperparameters, selecting the best algorithm, and improving features through feature engineering techniques. Hyperparameters are parameters that are set before the training process begins and control the behavior of the machine learning model. These are like learning rate, regularization and parameters of the model should be carefully adjusted. Techniques like grid search cv randomized search and cross-validation are some optimization techniques that are used to systematically explore the hyperparameter space and identify the best combination of hyperparameters for the model. Overall, tuning and optimizing the model involves a combination of careful speculation of parameters, feature engineering, and other techniques to create a highly generalized model."
How do Random Forests select the Important Features?,ML_notes_csv,"Numerous models, such as classifiers are strategically made and combined to solve a specific computational program which is known as ensemble learning. The ensemble methods are also known as committee-based learning or learning multiple classifier systems. It trains various hypotheses to fix the same issue. One of the most suitable examples of ensemble modeling is the random forest trees where several decision trees are used to predict outcomes. It is used to improve the classification, function approximation, prediction, etc. of a model."
Explain the steps of calculating Variable Importance in Random Forest.,ML_notes_csv,"Decision Tree is a supervised learning algorithm which can be used for solving both classification and regression problems.It can solve problems for both categorical and numerical dataDecision Tree regression builds a tree-like structure in which each internal node represents the ""test"" for an attribute, each branch represent the result of the test, and each leaf node represents the final decision or result.A decision tree is constructed starting from the root node/parent node (dataset), which splits into left and right child nodes (subsets of dataset). These child nodes are further divided into their children node, and themselves become the parent node of those nodes. Consider the below image: Above image showing the example of Decision Tee regression, here, the model is trying to predict the choice of a person between Sports cars or Luxury car. Random forest is one of the most powerful supervised learning algorithms which is capable of performing regression as well as classification tasks.The Random Forest regression is an ensemble learning method which combines multiple decision trees and predicts the final output based on the average of each tree output. The combined decision trees are called as base models, and it can be represented more formally as: Random forest usesBagging or Bootstrap Aggregationtechnique of ensemble learning in which aggregated decision tree runs in parallel and do not interact with each other.With the help of Random Forest regression, we can prevent Overfitting in the model by creating random subsets of the dataset."
List down some of the shortcomings of the Random Forest Algorithm.,ML_notes_csv,"The classifier algorithms are designed to indicate whether a new data point belongs to one or another among several predefined classes. Imagine when you are organising emails into spam or inbox, categorising images as cat or dog, or predicting whether a loan applicant is a credible borrower. In the classification models, there is a learning process by the use of labeled examples from each category. In this process, they discover the correlations and relations within the data that help to distinguish class one from the other classes. After learning these patterns, the model is then capable of assigning these class labels to unseen data points. Common Classification Algorithms: Logistic Regression: A very efficient technique for the classification problems of binary nature (two types, for example, spam/not spam). Support Vector Machine (SVM): Good for tasks like classification, especially when the data has a large number of features. Decision Tree: Constructs a decision tree having branches and proceeds to the class predictions through features. Random Forest: The model generates an ""ensemble"" of decision trees that ultimately raise the accuracy and avoid overfitting (meaning that the model performs great on the training data but lousily on unseen data). K-Nearest Neighbors (KNN): Assigns a label of the nearest neighbors for a given data point."
List down the advantages and disadvantages of the Random Forest Algorithm.,ML_notes_csv,"The classifier algorithms are designed to indicate whether a new data point belongs to one or another among several predefined classes. Imagine when you are organising emails into spam or inbox, categorising images as cat or dog, or predicting whether a loan applicant is a credible borrower. In the classification models, there is a learning process by the use of labeled examples from each category. In this process, they discover the correlations and relations within the data that help to distinguish class one from the other classes. After learning these patterns, the model is then capable of assigning these class labels to unseen data points. Common Classification Algorithms: Logistic Regression: A very efficient technique for the classification problems of binary nature (two types, for example, spam/not spam). Support Vector Machine (SVM): Good for tasks like classification, especially when the data has a large number of features. Decision Tree: Constructs a decision tree having branches and proceeds to the class predictions through features. Random Forest: The model generates an ""ensemble"" of decision trees that ultimately raise the accuracy and avoid overfitting (meaning that the model performs great on the training data but lousily on unseen data). K-Nearest Neighbors (KNN): Assigns a label of the nearest neighbors for a given data point."
